"weekday","Age","Gender","Alcohol_Results","Drug_Involvement","Atmospheric_Condition","Roadway","Fatality"
6,50,"Male","0.0","Yes","Cloudy","Rural-Local Road or Street","fatal"
4,11,"Male",,"Not Reported","Snow","Urban-Other Principal Arterial","no_fatal"
7,28,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
5,26,"Male","0.1","Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
3,19,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Interstate","no_fatal"
3,85,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
4,0,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
6,31,"Male","0.0","No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
3,18,"Male","0.0","Unknown","Clear","Rural-Minor Collector","fatal"
6,10,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
3,52,"Male",,"Not Reported","Snow","Urban-Other Principal Arterial","no_fatal"
7,49,"Male","0.0","No","Clear","Urban-Other Principal Arterial","no_fatal"
5,20,"Female","0.0","Not Reported","Clear","Rural-Local Road or Street","no_fatal"
6,43,"Female","0.05","No","Clear","Urban-Principal Arterial-Interstate","fatal"
6,17,"Male","0.1","Not Reported","Clear","Urban-Minor Arterial","fatal"
7,76,"Male","0.0","No","Clear","Rural-Minor Arterial","no_fatal"
2,29,"Female","0.22","No","Cloudy","Urban-Minor Arterial","fatal"
7,48,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,42,"Male","0.22","No","Rain","Rural-Major Collector","fatal"
6,58,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
7,50,"Male","0.14","No","Clear","Urban-Local Road or Street","fatal"
1,26,"Male",,"Not Reported","Clear","Urban-Collector","no_fatal"
3,39,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
4,63,"Male",,"No","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
2,43,"Male","0.0","Unknown","Cloudy","Urban-Other Principal Arterial","no_fatal"
7,25,"Male","0.13","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
3,67,"Male","0.0","Not Reported","Clear","Urban-Principal Arterial-Interstate","fatal"
6,51,"Female",,"Not Reported","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
6,40,"Male",,"No","Cloudy","Rural-Principal Arterial-Other","no_fatal"
1,29,"Male","0.15","Not Reported","Clear","Rural-Minor Arterial","fatal"
6,52,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,56,"Male",,"Not Reported","Rain","Rural-Principal Arterial-Other","no_fatal"
4,17,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,58,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,27,"Male","0.25","Unknown","Clear","Rural-Major Collector","fatal"
1,53,"Female","0.0","No","Cloudy","Rural-Major Collector","fatal"
7,19,"Female","0.01","No","Clear","Urban-Other Principal Arterial","no_fatal"
4,46,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
6,35,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,43,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,43,"Male","0.27","Yes","Clear","Urban-Principal Arterial-Interstate","fatal"
2,42,"Male",,"Not Reported","Snow","Rural-Principal Arterial-Interstate","no_fatal"
3,66,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
7,86,"Female",,"Not Reported","Clear","Rural-Major Collector","fatal"
3,18,"Male","0.0","No","Clear","Urban-Other Principal Arterial","no_fatal"
1,79,"Male","0.0","No","Clear","Rural-Minor Arterial","fatal"
5,48,"Female","0.0","No","Clear","Rural-Major Collector","fatal"
7,17,"Female",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
3,32,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
5,52,"Male","0.0","No","Clear","Rural-Local Road or Street","no_fatal"
6,32,"Male",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
4,58,"Female","0.0","No","Clear","Urban-Other Principal Arterial","no_fatal"
6,50,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,53,"Male",,"Unknown","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
5,50,"Male","0.21","No","Clear","Rural-Local Road or Street","fatal"
2,25,"Male","0.0","No","Clear","Rural-Major Collector","no_fatal"
4,24,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,11,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,42,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
1,49,"Female",,"Not Reported","Rain","Urban-Principal Arterial-Interstate","no_fatal"
4,18,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,62,"Male","0.22","Unknown","Clear","Urban-Other Principal Arterial","fatal"
6,31,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
1,70,"Female",,"Not Reported","Rain","Urban-Local Road or Street","no_fatal"
5,10,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
7,36,"Male",,"Not Reported","Clear","Rural-Minor Collector","fatal"
6,82,"Female","0.0","No","Clear","Urban-Other Principal Arterial","fatal"
6,22,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
1,67,"Male","0.0","No","Clear","Rural-Minor Collector","fatal"
6,14,"Female",,"Not Reported","Fog, Smog, Smoke","Urban-Other Principal Arterial","no_fatal"
2,12,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,55,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
1,19,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,26,"Male","0.0","Not Reported","Snow","Urban-Principal Arterial-Interstate","no_fatal"
6,24,"Female",,"Not Reported","Not Reported","Urban-Principal Arterial-Interstate","no_fatal"
6,11,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
7,21,"Female",,"No","Clear","Rural-Minor Arterial","no_fatal"
6,17,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,24,"Male","0.11","Not Reported","Clear","Urban-Collector","fatal"
4,49,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
2,39,"Male","0.16","Unknown","Clear","Urban-Minor Arterial","fatal"
5,29,"Male","0.13","Not Reported","Cloudy","Urban-Minor Arterial","fatal"
6,21,"Female",,"No","Clear","Rural-Minor Collector","no_fatal"
3,73,"Female","0.06","Not Reported","Clear","Urban-Local Road or Street","fatal"
4,22,"Male",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
6,44,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
3,27,"Male","0.28","No","Cloudy","Rural-Principal Arterial-Other","fatal"
2,65,"Male",,"Not Reported","Rain","Urban-Local Road or Street","no_fatal"
2,61,"Male","0.01","No","Clear","Urban-Collector","fatal"
6,38,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
7,19,"Female","0.19","No","Clear","Urban-Other Principal Arterial","no_fatal"
6,42,"Female","0.0","No","Rain","Rural-Principal Arterial-Interstate","no_fatal"
7,4,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
2,77,"Male",,"Unknown","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
5,78,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
1,35,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
2,31,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
2,43,"Male","0.19","No","Clear","Rural-Minor Collector","no_fatal"
6,53,"Female",,"No","Clear","Rural-Major Collector","no_fatal"
7,93,"Female",,"Not Reported","Cloudy","Urban-Other Principal Arterial","no_fatal"
5,56,"Female","0.04","Unknown","Rain","Rural-Principal Arterial-Other","fatal"
6,20,"Male",,"Yes","Clear","Urban-Minor Arterial","no_fatal"
5,77,"Female",,"No","Cloudy","Urban-Local Road or Street","no_fatal"
6,24,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,53,"Male",,"No","Cloudy","Rural-Local Road or Street","no_fatal"
4,33,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
4,83,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","fatal"
5,45,"Male","0.16","Not Reported","Clear","Rural-Local Road or Street","fatal"
2,57,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
5,61,"Male","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
4,24,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
3,27,"Male","0.09","Not Reported","Clear","Rural-Minor Arterial","no_fatal"
2,50,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
4,21,"Male",,"No","Cloudy","Urban-Other Principal Arterial","no_fatal"
7,20,"Female","0.0","Unknown","Clear","Rural-Minor Collector","fatal"
6,69,"Female",,"Not Reported","Rain","Urban-Principal Arterial-Interstate","no_fatal"
4,34,"Female",,"Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
1,41,"Male","0.13","Unknown","Cloudy","Urban-Local Road or Street","fatal"
5,50,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
3,50,"Male","\N","Not Reported","Clear","Urban-Minor Arterial","fatal"
6,31,"Female",,"No","Clear","Urban-Local Road or Street","no_fatal"
1,42,"Male","0.06","Yes","Clear","Urban-Other Principal Arterial","no_fatal"
2,20,"Female","0.12","Yes","Clear","Urban-Other Principal Arterial","fatal"
3,76,"Female","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
3,22,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
1,29,"Female",,"No","Clear","Rural-Major Collector","no_fatal"
4,29,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
5,67,"Male","0.22","Unknown","Clear","Rural-Local Road or Street","fatal"
6,27,"Male","0.27","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
7,56,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
4,53,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,25,"Male",,"Not Reported","Clear","Rural-Major Collector","fatal"
7,31,"Female","0.06","Not Reported","Cloudy","Rural-Local Road or Street","fatal"
1,47,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,33,"Female","0.0","No","Clear","Urban-Local Road or Street","no_fatal"
3,26,"Male","0.24","Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
5,93,"Male",,"No","Clear","Urban-Other Principal Arterial","fatal"
5,48,"Male","0.17","Not Reported","Clear","Rural-Local Road or Street","fatal"
5,43,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,26,"Male","0.26","Not Reported","Cloudy","Rural-Principal Arterial-Other","fatal"
5,45,"Male","0.0","No","Clear","Urban-Other Principal Arterial","no_fatal"
6,25,"Male","0.09","Unknown","Clear","Rural-Principal Arterial-Interstate","no_fatal"
6,26,"Male","0.14","Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,57,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
2,7,"Female",,"Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
6,7,"Female",,"Not Reported","Cloudy","Urban-Unknown Urban","no_fatal"
7,50,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
4,37,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
7,74,"Male","0.14","No","Clear","Rural-Major Collector","fatal"
6,61,"Male",,"Not Reported","Snow","Rural-Major Collector","no_fatal"
7,47,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
7,0,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
4,7,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,27,"Male","0.2","Yes","Clear","Urban-Collector","fatal"
7,19,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,40,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,4,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
7,19,"Female","0.11","No","Clear","Rural-Principal Arterial-Other","no_fatal"
7,42,"Male","0.23","Unknown","Clear","Rural-Local Road or Street","fatal"
6,19,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
1,89,"Female",,"No","Clear","Urban-Minor Arterial","fatal"
3,46,"Male","0.11","Unknown","Clear","Urban-Minor Arterial","fatal"
6,19,"Male",,"No","Clear","Urban-Local Road or Street","no_fatal"
3,53,"Male","0.17","No","Clear","Rural-Local Road or Street","fatal"
4,27,"Female","0.0","Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
6,37,"Male","0.0","No","Cloudy","Rural-Principal Arterial-Other","no_fatal"
6,20,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
4,27,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,68,"Female","0.0","Not Reported","Clear","Rural-Local Road or Street","fatal"
7,28,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
1,29,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
3,55,"Male","0.4","Unknown","Clear","Urban-Local Road or Street","fatal"
4,27,"Male","0.0","No","Cloudy","Rural-Local Road or Street","no_fatal"
6,31,"Male",,"Not Reported","Rain","Rural-Principal Arterial-Interstate","no_fatal"
7,20,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
3,35,"Male","0.0","No","Clear","Urban-Local Road or Street","fatal"
7,53,"Male","0.0","No","Clear","Rural-Local Road or Street","fatal"
7,41,"Male",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
4,20,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
7,38,"Male","0.22","Not Reported","Clear","Rural-Local Road or Street","fatal"
2,11,"Male",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
6,39,"Male",,"No","Cloudy","Rural-Local Road or Street","no_fatal"
5,70,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
1,62,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
5,51,"Male","0.0","Unknown","Clear","Urban-Principal Arterial-Interstate","fatal"
4,45,"Male","0.0","Unknown","Cloudy","Rural-Principal Arterial-Other","fatal"
6,24,"Male","0.08","Not Reported","Clear","Rural-Local Road or Street","fatal"
4,51,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,2,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
5,58,"Male","0.0","No","Clear","Urban-Other Principal Arterial","no_fatal"
1,52,"Male","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
7,34,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
7,57,"Male","0.0","Unknown","Clear","Urban-Minor Arterial","fatal"
3,27,"Male",,"No","Snow","Rural-Minor Arterial","no_fatal"
1,66,"Female",,"Not Reported","Cloudy","Urban-Other Principal Arterial","no_fatal"
1,5,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
4,52,"Female","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
4,1,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
7,19,"Female",,"Not Reported","Cloudy","Urban-Other Principal Arterial","no_fatal"
5,36,"Male","0.0","No","Cloudy","Rural-Principal Arterial-Interstate","no_fatal"
3,18,"Female","0.14","Yes","Clear","Urban-Other Principal Arterial","fatal"
6,52,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
4,20,"Male",,"No","Cloudy","Urban-Local Road or Street","no_fatal"
7,50,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,32,"Male","0.3","No","Clear","Urban-Other Principal Arterial","no_fatal"
7,62,"Male",,"Unknown","Clear","Urban-Local Road or Street","fatal"
5,43,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
2,32,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,19,"Male","\N","No","Clear","Rural-Local Road or Street","fatal"
7,52,"Male","0.0","Unknown","Clear","Urban-Minor Arterial","no_fatal"
2,26,"Male","0.15","Not Reported","Cloudy","Urban-Local Road or Street","fatal"
1,46,"Male",,"No","Clear","Urban-Local Road or Street","no_fatal"
1,55,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
7,23,"Female","0.0","No","Clear","Urban-Minor Arterial","fatal"
7,68,"Male","0.24","Yes","Clear","Urban-Other Principal Arterial","fatal"
4,19,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,22,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,24,"Male","0.0","No","Clear","Urban-Local Road or Street","no_fatal"
3,46,"Male",,"Not Reported","Snow","Rural-Principal Arterial-Other","no_fatal"
1,54,"Male","\N","Unknown","Cloudy","Rural-Principal Arterial-Interstate","fatal"
6,20,"Male",,"No","Clear","Rural-Minor Collector","no_fatal"
1,19,"Male",,"No","Cloudy","Urban-Other Principal Arterial","no_fatal"
7,34,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
5,49,"Male",,"Not Reported","Clear","Urban-Collector","no_fatal"
7,41,"Male",,"No","Snow","Rural-Principal Arterial-Interstate","no_fatal"
6,15,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
5,21,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
1,71,"Female","0.0","Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
4,54,"Male","0.0","No","Cloudy","Urban-Other Principal Arterial","no_fatal"
4,39,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,22,"Male","0.0","No","Clear","Urban-Other Principal Arterial","fatal"
7,20,"Male","0.14","Yes","Clear","Rural-Principal Arterial-Other","fatal"
4,26,"Male","0.0","Unknown","Clear","Rural-Major Collector","fatal"
6,44,"Male","0.2","Not Reported","Clear","Rural-Major Collector","no_fatal"
1,26,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
5,37,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
7,41,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,22,"Male",,"Not Reported","Rain","Urban-Other Principal Arterial","no_fatal"
7,20,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
4,17,"Male",,"No","Cloudy","Rural-Local Road or Street","no_fatal"
6,25,"Male","0.25","Yes","Clear","Rural-Major Collector","fatal"
3,7,"Female",,"Not Reported","Rain","Rural-Major Collector","no_fatal"
3,54,"Male",,"No","Clear","Rural-Minor Arterial","fatal"
2,23,"Male","0.23","Unknown","Clear","Urban-Other Principal Arterial","fatal"
